POS,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year
75,Suresh Raina,4,20,0,9,5.0,0.0,RCB,JSCA Stadium,2014-05-18,2014
76,Axar Patel,4,20,0,12,5.0,0.0,KKR,Barabati Stadium,2014-05-11,2014
77,JP Duminy,2,10,0,6,5.0,0.0,RCB,Sharjah Cricket Stadium,2014-04-17,2014
78,Samuel Badree,3,15,0,7,5.0,0.0,RCB,JSCA Stadium,2014-05-18,2014
79,Shane Watson,4,21,3,12,5.25,8.0,KKR,Narendra Modi Stadium,2014-05-05,2014
80,Sandeep Sharma,4,21,3,16,5.25,8.0,KKR,Zayed Cricket Stadium,2014-04-26,2014
81,Wayne Parnell,4,21,2,11,5.25,12.0,KKR,Arun Jaitley Stadium,2014-05-07,2014
82,Mitchell Starc,4,21,2,11,5.25,12.0,SRH,M. Chinnaswamy Stadium,2014-05-04,2014
83,Bhuvneshwar Kumar,4,21,2,12,5.25,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
84,Mitchell Starc,4,21,2,11,5.25,12.0,MI,Dubai International Stadium,2014-04-19,2014
85,Zaheer Khan,4,21,2,12,5.25,12.0,RCB,Dubai International Stadium,2014-04-19,2014
86,Pravin Tambe,4,21,1,7,5.25,24.0,SRH,Narendra Modi Stadium,2014-05-08,2014
87,Sunil Narine,4,21,1,13,5.25,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
88,Ravichandran Ashwin,4,21,1,11,5.25,24.0,KKR,JSCA Stadium,2014-05-02,2014
89,Shakib Al Hasan,4,21,1,13,5.25,24.0,MI,Barabati Stadium,2014-05-14,2014
90,Axar Patel,4,21,0,10,5.25,0.0,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
91,Ishwar Pandey,4,21,0,12,5.25,0.0,MI,Dubai International Stadium,2014-04-25,2014
92,Morne Morkel,4,21,0,14,5.25,0.0,RCB,Eden Gardens,2014-05-22,2014
93,Mohit Sharma,3,16,1,9,5.33,18.0,RCB,M. Chinnaswamy Stadium,2014-05-24,2014
94,Tim Southee,3,16,0,9,5.33,0.0,RCB,Zayed Cricket Stadium,2014-04-26,2014
95,James Faulkner,2,11,3,7,5.5,4.0,KKR,Zayed Cricket Stadium,2014-04-29,2014
96,Imran Tahir,4,22,3,11,5.5,8.0,PBKS,Arun Jaitley Stadium,2014-05-19,2014
97,Harbhajan Singh,4,22,2,10,5.5,12.0,KKR,Barabati Stadium,2014-05-14,2014
98,Karanveer Singh,4,22,2,8,5.5,12.0,DC,IS Bindra Stadium,2014-05-25,2014
99,Jasprit Bumrah,4,22,2,12,5.5,12.0,RCB,Wankhede Stadium,2014-05-06,2014
100,Rajat Bhatia,4,22,2,7,5.5,12.0,SRH,Zayed Cricket Stadium,2014-04-18,2014
101,Dwayne Smith,2,11,1,4,5.5,12.0,SRH,Sharjah Cricket Stadium,2014-04-27,2014
102,Moises Henriques,2,11,1,5,5.5,12.0,RR,Narendra Modi Stadium,2014-05-08,2014
103,Ishwar Pandey,4,22,1,14,5.5,24.0,RR,Dubai International Stadium,2014-04-23,2014
104,Axar Patel,4,22,1,14,5.5,24.0,RR,Sharjah Cricket Stadium,2014-04-20,2014
105,Rishi Dhawan,4,22,1,11,5.5,24.0,DC,IS Bindra Stadium,2014-05-25,2014
106,Mohammad Shami,4,22,1,10,5.5,24.0,RR,Arun Jaitley Stadium,2014-05-03,2014
107,Axar Patel,4,22,1,7,5.5,24.0,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
108,Axar Patel,2,11,0,5,5.5,0.0,RCB,Dubai International Stadium,2014-04-28,2014
109,Lasith Malinga,4,22,0,11,5.5,0.0,CSK,Dubai International Stadium,2014-04-25,2014
110,Harbhajan Singh,4,22,0,10,5.5,0.0,CSK,Wankhede Stadium,2014-05-10,2014
111,Mohit Sharma,3,17,1,6,5.66,18.0,DC,Zayed Cricket Stadium,2014-04-21,2014
112,Rahul Tewatia,3,17,1,9,5.66,18.0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
113,Yuzvendra Chahal,3,17,1,13,5.66,18.0,RR,Zayed Cricket Stadium,2014-04-26,2014
114,Lasith Malinga,4,23,4,10,5.75,6.0,KKR,Zayed Cricket Stadium,2014-04-16,2014
115,Rajat Bhatia,4,23,3,6,5.75,8.0,SRH,Narendra Modi Stadium,2014-05-08,2014
116,Ankit Sharma,4,23,2,10,5.75,12.0,MI,Narendra Modi Stadium,2014-05-19,2014
117,Dhawal Kulkarni,4,23,2,11,5.75,12.0,SRH,Zayed Cricket Stadium,2014-04-18,2014
118,Yuzvendra Chahal,4,23,2,8,5.75,12.0,PBKS,Dubai International Stadium,2014-04-28,2014
119,Rishi Dhawan,4,23,2,12,5.75,12.0,MI,Wankhede Stadium,2014-05-03,2014
120,Bhuvneshwar Kumar,4,23,2,10,5.75,12.0,CSK,Sharjah Cricket Stadium,2014-04-27,2014
121,Yuzvendra Chahal,4,23,2,7,5.75,12.0,PBKS,M. Chinnaswamy Stadium,2014-05-09,2014
122,Morne Morkel,4,23,2,14,5.75,12.0,PBKS,Eden Gardens,2014-05-28,2014
123,Ishwar Pandey,4,23,2,13,5.75,12.0,DC,Zayed Cricket Stadium,2014-04-21,2014
124,Zaheer Khan,4,23,1,11,5.75,24.0,KKR,Zayed Cricket Stadium,2014-04-16,2014
125,Piyush Chawla,4,23,1,7,5.75,24.0,PBKS,Eden Gardens,2014-05-28,2014
126,Ravindra Jadeja,4,23,1,10,5.75,24.0,DC,Arun Jaitley Stadium,2014-05-05,2014
127,Shakib Al Hasan,4,23,1,8,5.75,24.0,RR,Zayed Cricket Stadium,2014-04-29,2014
128,Karn Sharma,4,23,1,10,5.75,24.0,DC,Dubai International Stadium,2014-04-25,2014
129,Axar Patel,4,23,1,8,5.75,24.0,CSK,Wankhede Stadium,2014-05-30,2014
130,Bhuvneshwar Kumar,4,23,1,10,5.75,24.0,DC,Arun Jaitley Stadium,2014-05-10,2014
131,Mitchell Starc,4,23,0,9,5.75,0.0,CSK,JSCA Stadium,2014-05-18,2014
132,Mohammad Shami,4,23,0,8,5.75,0.0,KKR,Arun Jaitley Stadium,2014-05-07,2014
133,Pravin Tambe,4,23,0,8,5.75,0.0,SRH,Zayed Cricket Stadium,2014-04-18,2014
134,Harbhajan Singh,4,23,0,10,5.75,0.0,DC,Sharjah Cricket Stadium,2014-04-27,2014
135,Dale Steyn,4,23,0,9,5.75,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2014-05-20,2014
136,Sunil Narine,4,24,3,11,6.0,8.0,PBKS,Zayed Cricket Stadium,2014-04-26,2014
137,Axar Patel,4,24,3,6,6.0,8.0,RR,IS Bindra Stadium,2014-05-23,2014
138,Rajat Bhatia,3,18,2,7,6.0,9.0,DC,Narendra Modi Stadium,2014-05-15,2014
139,Bhuvneshwar Kumar,3,21,1,9,6.0,21.0,RR,Zayed Cricket Stadium,2014-04-18,2014
140,Albie Morkel,3,18,1,7,6.0,18.0,DC,Sharjah Cricket Stadium,2014-04-17,2014
141,Shahbaz Nadeem,4,24,1,12,6.0,24.0,SRH,Dubai International Stadium,2014-04-25,2014
142,Dale Steyn,4,24,1,10,6.0,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
143,Rishi Dhawan,4,24,1,7,6.0,24.0,KKR,Zayed Cricket Stadium,2014-04-26,2014
144,Sunil Narine,4,24,1,11,6.0,24.0,CSK,Eden Gardens,2014-05-20,2014
145,Piyush Chawla,4,24,1,10,6.0,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
146,Rahul Tewatia,4,24,1,10,6.0,24.0,PBKS,IS Bindra Stadium,2014-05-23,2014
147,Yuzvendra Chahal,4,24,1,8,6.0,24.0,RR,M. Chinnaswamy Stadium,2014-05-11,2014
148,Dhawal Kulkarni,4,24,1,10,6.0,24.0,DC,Narendra Modi Stadium,2014-05-15,2014
149,Ravichandran Ashwin,4,24,0,9,6.0,0.0,KKR,Eden Gardens,2014-05-20,2014
150,Yuzvendra Chahal,4,24,0,8,6.0,0.0,CSK,M. Chinnaswamy Stadium,2014-05-24,2014
1,Zaheer Khan,4,9,2,18,2.25,12.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
2,Ashish Nehra,4,10,4,14,2.5,6.0,RCB,M. Chinnaswamy Stadium,2015-04-22,2015
3,Ravichandran Ashwin,2,5,2,8,2.5,6.0,KKR,Chidambaram,2015-04-28,2015
4,Ravindra Jadeja,4,11,4,11,2.75,6.0,RR,Chidambaram,2015-05-10,2015
5,Harbhajan Singh,4,11,2,15,2.75,12.0,DC,Wankhede Stadium,2015-05-05,2015
6,Dhawal Kulkarni,3,9,2,13,3.0,9.0,SRH,ACA-VDCA Stadium,2015-04-16,2015
7,Sandeep Sharma,4,12,1,14,3.0,24.0,MI,Wankhede Stadium,2015-04-12,2015
8,Ravichandran Ashwin,4,13,1,16,3.25,24.0,RCB,JSCA Stadium,2015-05-22,2015
9,Mohit Sharma,3,10,1,12,3.33,18.0,PBKS,Chidambaram,2015-04-25,2015
10,Sandeep Sharma,3,10,0,12,3.33,0.0,DC,Arun Jaitley Stadium,2015-05-01,2015
11,Ravichandran Ashwin,4,14,2,14,3.5,12.0,PBKS,Chidambaram,2015-04-25,2015
12,Ravichandran Ashwin,4,14,1,14,3.5,24.0,PBKS,IS Bindra Stadium,2015-05-16,2015
13,Domnic Joseph,2,7,1,8,3.5,12.0,MI,Arun Jaitley Stadium,2015-04-23,2015
14,Ravindra Jadeja,3,11,0,10,3.66,0.0,KKR,Chidambaram,2015-04-28,2015
15,Mitchell Starc,4,15,4,14,3.75,6.0,PBKS,M. Chinnaswamy Stadium,2015-05-06,2015
16,JP Duminy,4,15,1,10,3.75,24.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
17,Moises Henriques,4,16,3,10,4.0,8.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2015-05-11,2015
18,Mitchell McClenaghan,4,16,3,13,4.0,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
19,Ashish Nehra,4,16,2,15,4.0,12.0,PBKS,Chidambaram,2015-04-25,2015
20,Karn Sharma,3,12,2,11,4.0,9.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
21,Stuart Binny,2,8,1,8,4.0,12.0,MI,Narendra Modi Stadium,2015-04-14,2015
22,Piyush Chawla,4,16,1,8,4.0,24.0,SRH,Eden Gardens,2015-05-04,2015
23,Jayant Yadav,2,8,1,7,4.0,12.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
24,Suresh Raina,3,12,0,8,4.0,0.0,KKR,Chidambaram,2015-04-28,2015
25,Zaheer Khan,4,17,2,13,4.25,12.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
26,Brad Hogg,4,17,2,10,4.25,12.0,SRH,Eden Gardens,2015-05-04,2015
27,Lasith Malinga,4,17,2,12,4.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
28,Ravichandran Ashwin,4,17,2,15,4.25,12.0,MI,Chidambaram,2015-05-08,2015
29,Sunil Narine,4,17,1,11,4.25,24.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
30,Iqbal Abdulla,4,17,1,12,4.25,24.0,DC,Arun Jaitley Stadium,2015-04-26,2015
31,Vinay Kumar,3,13,1,11,4.33,18.0,RR,Narendra Modi Stadium,2015-04-14,2015
32,Dwayne Bravo,3,13,0,5,4.33,0.0,PBKS,Chidambaram,2015-04-25,2015
33,Umesh Yadav,4,18,2,11,4.5,12.0,DC,Arun Jaitley Stadium,2015-04-20,2015
34,Morne Morkel,4,18,2,15,4.5,12.0,MI,Eden Gardens,2015-04-08,2015
35,Ravi Bopara,4,18,2,12,4.5,12.0,RR,ACA-VDCA Stadium,2015-04-16,2015
36,Sandeep Sharma,2,9,1,7,4.5,12.0,CSK,IS Bindra Stadium,2015-05-16,2015
37,Brad Hogg,4,18,1,9,4.5,24.0,CSK,Chidambaram,2015-04-28,2015
38,Beuran Hendricks,2,9,1,4,4.5,12.0,RCB,IS Bindra Stadium,2015-05-13,2015
39,Shahbaz Nadeem,4,18,0,15,4.5,0.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
40,Dwayne Bravo,3,17,2,12,4.63,11.0,RCB,Chidambaram,2015-05-04,2015
41,Jagadeesha Suchith,3,14,2,8,4.66,9.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
42,Harshal Patel,3,14,1,7,4.66,18.0,DC,Arun Jaitley Stadium,2015-04-26,2015
43,Nathan Coulter-Nile,3,14,0,13,4.66,0.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-15,2015
44,Sunil Narine,4,19,4,13,4.75,6.0,PBKS,Eden Gardens,2015-05-09,2015
45,Chris Morris,4,19,3,12,4.75,8.0,CSK,Chidambaram,2015-05-10,2015
46,Trent Boult,4,19,3,14,4.75,8.0,PBKS,IS Bindra Stadium,2015-04-27,2015
47,Ashish Nehra,4,19,3,13,4.75,8.0,RCB,Chidambaram,2015-05-04,2015
48,Harshal Patel,4,19,2,13,4.75,12.0,CSK,Chidambaram,2015-05-04,2015
49,Jayant Yadav,4,19,1,10,4.75,24.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
50,Chris Morris,4,19,1,14,4.75,24.0,CSK,Narendra Modi Stadium,2015-04-19,2015
51,Sandeep Sharma,4,19,1,11,4.75,24.0,RR,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
52,Nathan Coulter-Nile,4,20,4,13,5.0,6.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
53,Mitchell Starc,4,20,3,14,5.0,8.0,DC,Arun Jaitley Stadium,2015-04-26,2015
54,Mitchell McClenaghan,4,20,3,13,5.0,8.0,SRH,Wankhede Stadium,2015-04-25,2015
55,Yuzvendra Chahal,4,20,2,9,5.0,12.0,RR,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
56,Harbhajan Singh,4,20,2,9,5.0,12.0,PBKS,Wankhede Stadium,2015-04-12,2015
57,Moises Henriques,4,20,2,12,5.0,12.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
58,Andre Russell,4,20,2,9,5.0,12.0,CSK,Eden Gardens,2015-04-30,2015
59,Harshal Patel,3,15,2,8,5.0,9.0,RR,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
60,Sreenath Aravind,4,20,2,13,5.0,12.0,RR,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
61,Bhuvneshwar Kumar,4,20,1,11,5.0,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
62,Dhawal Kulkarni,3,15,1,10,5.0,18.0,MI,Narendra Modi Stadium,2015-04-14,2015
63,Karn Sharma,4,20,1,7,5.0,24.0,RCB,M. Chinnaswamy Stadium,2015-04-13,2015
64,Parveez Rasool,4,20,1,9,5.0,24.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
65,Amit Mishra,4,20,1,14,5.0,24.0,KKR,Eden Gardens,2015-05-07,2015
66,Andre Russell,2,10,1,8,5.0,12.0,SRH,Eden Gardens,2015-05-04,2015
67,Amit Mishra,2,10,1,5,5.0,12.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
68,Deepak Hooda,4,20,0,8,5.0,0.0,DC,Arun Jaitley Stadium,2015-04-12,2015
69,Pravin Tambe,3,15,0,7,5.0,0.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
70,Pravin Tambe,4,21,2,12,5.25,12.0,SRH,ACA-VDCA Stadium,2015-04-16,2015
71,Ishwar Pandey,4,21,1,14,5.25,24.0,RCB,M. Chinnaswamy Stadium,2015-04-22,2015
72,Jagadeesha Suchith,4,21,1,10,5.25,24.0,CSK,Chidambaram,2015-05-08,2015
73,Amit Mishra,4,21,1,10,5.25,24.0,CSK,Chidambaram,2015-04-09,2015
74,Bhuvneshwar Kumar,4,21,1,9,5.25,24.0,DC,ACA-VDCA Stadium,2015-04-18,2015
75,Piyush Chawla,4,21,1,13,5.25,24.0,CSK,Eden Gardens,2015-04-30,2015
76,Chris Morris,4,21,0,14,5.25,0.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
77,Bhuvneshwar Kumar,3,16,0,10,5.33,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
78,Murali Vijay,3,16,0,3,5.33,0.0,SRH,IS Bindra Stadium,2015-04-27,2015
79,David Wiese,3,18,2,8,5.4,10.0,DC,Arun Jaitley Stadium,2015-04-26,2015
80,Mitchell Starc,4,22,3,13,5.5,8.0,RR,Narendra Modi Stadium,2015-04-24,2015
81,Imran Tahir,4,22,3,13,5.5,8.0,MI,Arun Jaitley Stadium,2015-04-23,2015
82,Ravindra Jadeja,4,22,3,9,5.5,8.0,PBKS,Chidambaram,2015-04-25,2015
83,Axar Patel,2,11,2,2,5.5,6.0,RCB,IS Bindra Stadium,2015-05-13,2015
84,Shakib Al Hasan,4,22,2,12,5.5,12.0,MI,Wankhede Stadium,2015-05-14,2015
85,James Faulkner,4,22,2,10,5.5,12.0,DC,Brabourne Stadium,2015-05-03,2015
86,Ravichandran Ashwin,4,22,1,8,5.5,24.0,SRH,Chidambaram,2015-04-11,2015
87,Karn Sharma,4,22,1,6,5.5,24.0,PBKS,IS Bindra Stadium,2015-04-27,2015
88,Mohit Sharma,4,22,1,14,5.5,24.0,KKR,Eden Gardens,2015-04-30,2015
89,Mitchell Starc,4,22,1,13,5.5,24.0,RR,Maharashtra Cricket Association's International Stadium,2015-05-20,2015
90,Mohit Sharma,4,22,1,9,5.5,24.0,RCB,JSCA Stadium,2015-05-22,2015
91,Ravindra Jadeja,2,11,0,5,5.5,0.0,RCB,Chidambaram,2015-05-04,2015
92,Yusuf Pathan,2,11,0,4,5.5,0.0,CSK,Eden Gardens,2015-04-30,2015
93,Deepak Hooda,2,11,0,6,5.5,0.0,SRH,ACA-VDCA Stadium,2015-04-16,2015
94,JP Duminy,3,17,4,6,5.66,4.5,SRH,ACA-VDCA Stadium,2015-04-18,2015
95,Gurkeerat Mann Singh,3,17,2,8,5.66,9.0,KKR,Eden Gardens,2015-05-09,2015
96,Ashish Nehra,3,17,1,12,5.66,18.0,PBKS,IS Bindra Stadium,2015-05-16,2015
97,Vinay Kumar,3,17,0,9,5.66,0.0,PBKS,IS Bindra Stadium,2015-05-03,2015
98,Moises Henriques,3,17,0,8,5.66,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
99,Chris Morris,4,23,4,10,5.75,6.0,KKR,Brabourne Stadium,2015-05-16,2015
100,Lasith Malinga,4,23,4,13,5.75,6.0,SRH,Wankhede Stadium,2015-04-25,2015
101,Lasith Malinga,4,23,3,8,5.75,8.0,CSK,Wankhede Stadium,2015-05-19,2015
102,Ashish Nehra,4,23,3,13,5.75,8.0,MI,Wankhede Stadium,2015-04-17,2015
103,Anureet Singh,4,23,3,12,5.75,8.0,RR,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
104,Mitchell Johnson,4,23,2,17,5.75,12.0,MI,Wankhede Stadium,2015-04-12,2015
105,Bhuvneshwar Kumar,4,23,2,11,5.75,12.0,PBKS,IS Bindra Stadium,2015-04-27,2015
106,Harshal Patel,4,23,2,7,5.75,12.0,RR,Narendra Modi Stadium,2015-04-24,2015
107,Pawan Negi,4,23,1,7,5.75,24.0,KKR,Eden Gardens,2015-04-30,2015
108,Bipul Sharma,4,23,1,8,5.75,24.0,KKR,Eden Gardens,2015-05-04,2015
109,Lasith Malinga,4,23,1,11,5.75,24.0,DC,Arun Jaitley Stadium,2015-04-23,2015
110,Mitchell Starc,4,24,3,13,6.0,8.0,CSK,Chidambaram,2015-05-04,2015
111,Varun Aaron,4,24,2,13,6.0,12.0,DC,Arun Jaitley Stadium,2015-04-26,2015
112,Harshal Patel,2,12,2,4,6.0,6.0,PBKS,IS Bindra Stadium,2015-05-13,2015
113,Domnic Joseph,3,18,2,12,6.0,9.0,KKR,Arun Jaitley Stadium,2015-04-20,2015
114,Ravindra Jadeja,3,18,1,6,6.0,18.0,PBKS,IS Bindra Stadium,2015-05-16,2015
115,Pravin Tambe,3,18,1,8,6.0,18.0,DC,Arun Jaitley Stadium,2015-04-12,2015
116,Harbhajan Singh,3,18,1,6,6.0,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-17,2015
117,Domnic Joseph,3,18,1,9,6.0,18.0,CSK,Chidambaram,2015-04-09,2015
118,Rishi Dhawan,2,12,1,7,6.0,12.0,CSK,IS Bindra Stadium,2015-05-16,2015
119,Andre Russell,4,24,1,13,6.0,24.0,DC,Eden Gardens,2015-05-07,2015
120,Mitchell Starc,4,24,1,12,6.0,24.0,CSK,M. Chinnaswamy Stadium,2015-04-22,2015
121,Vinay Kumar,3,21,0,10,6.0,0.0,KKR,Eden Gardens,2015-04-08,2015
122,Corey Anderson,2,12,0,5,6.0,0.0,RR,Narendra Modi Stadium,2015-04-14,2015
123,Stuart Binny,2,12,0,4,6.0,0.0,SRH,ACA-VDCA Stadium,2015-04-16,2015
124,Ishwar Pandey,2,12,0,6,6.0,0.0,RR,Narendra Modi Stadium,2015-04-19,2015
125,Ravichandran Ashwin,4,24,0,13,6.0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
126,Ravindra Jadeja,2,16,0,6,6.0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
127,Sandeep Sharma,4,25,4,15,6.25,6.0,KKR,Maharashtra Cricket Association's International Stadium,2015-04-18,2015
128,Ashish Nehra,4,25,3,12,6.25,8.0,DC,Chidambaram,2015-04-09,2015
129,Dwayne Bravo,4,25,3,11,6.25,8.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2015-05-02,2015
130,Mitchell McClenaghan,4,25,3,15,6.25,8.0,CSK,Eden Gardens,2015-05-24,2015
131,Mohit Sharma,4,25,3,11,6.25,8.0,RR,Chidambaram,2015-05-10,2015
132,Axar Patel,4,25,2,8,6.25,12.0,SRH,IS Bindra Stadium,2015-04-27,2015
133,Pawan Negi,4,25,2,10,6.25,12.0,PBKS,IS Bindra Stadium,2015-05-16,2015
134,Dwayne Bravo,4,25,2,5,6.25,12.0,SRH,Chidambaram,2015-04-11,2015
135,Lasith Malinga,4,25,2,10,6.25,12.0,CSK,Eden Gardens,2015-05-24,2015
136,Nathan Coulter-Nile,4,25,2,12,6.25,12.0,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-09,2015
137,Sandeep Sharma,4,25,1,10,6.25,24.0,RR,Narendra Modi Stadium,2015-04-21,2015
138,Jagadeesha Suchith,4,25,1,9,6.25,24.0,SRH,Wankhede Stadium,2015-04-25,2015
139,Amit Mishra,4,25,1,7,6.25,24.0,MI,Wankhede Stadium,2015-05-05,2015
140,Shane Watson,4,25,1,14,6.25,24.0,DC,Brabourne Stadium,2015-05-03,2015
141,Ravichandran Ashwin,4,25,1,8,6.25,24.0,DC,Chidambaram,2015-04-09,2015
142,Sreenath Aravind,4,25,1,9,6.25,24.0,CSK,JSCA Stadium,2015-05-22,2015
143,Bhuvneshwar Kumar,4,25,0,9,6.25,0.0,RR,ACA-VDCA Stadium,2015-04-16,2015
144,Mitchell McClenaghan,4,25,0,7,6.25,0.0,PBKS,IS Bindra Stadium,2015-05-03,2015
145,Anureet Singh,4,25,0,6,6.25,0.0,RCB,M. Chinnaswamy Stadium,2015-05-06,2015
146,Pat Cummins,4,25,0,12,6.25,0.0,CSK,Chidambaram,2015-04-28,2015
147,Karn Sharma,3,19,1,7,6.33,18.0,RR,ACA-VDCA Stadium,2015-04-16,2015
148,Angelo Mathews,3,19,0,6,6.33,0.0,PBKS,Arun Jaitley Stadium,2015-05-01,2015
149,James Faulkner,4,26,3,11,6.5,8.0,PBKS,Maharashtra Cricket Association's International Stadium,2015-04-10,2015
150,Bhuvneshwar Kumar,4,26,3,13,6.5,8.0,MI,Wankhede Stadium,2015-04-25,2015
1,Chris Gayle,2,3,0,10,1.5,0.0,GL,M. Chinnaswamy Stadium,2016-05-14,2016
2,Dwayne Smith,4,8,4,18,2.0,6.0,KKR,Green Park,2016-05-19,2016
3,John Hastings,2,6,2,13,2.25,8.0,DC,Eden Gardens,2016-04-10,2016
4,Mustafizur Rahman,4,9,2,17,2.25,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2016-04-23,2016
5,Rajat Bhatia,4,10,1,17,2.5,24.0,MI,Wankhede Stadium,2016-04-09,2016
6,Sunil Narine,3,10,0,13,2.72,0.0,RPS,Eden Gardens,2016-05-14,2016
7,Sandeep Sharma,4,11,2,16,2.75,12.0,MI,ACA-VDCA Stadium,2016-05-13,2016
8,Sandeep Sharma,2,6,1,9,3.0,12.0,DC,Arun Jaitley Stadium,2016-04-15,2016
9,Jasprit Bumrah,4,13,3,12,3.25,8.0,DC,ACA-VDCA Stadium,2016-05-15,2016
10,Praveen Kumar,4,13,0,12,3.25,0.0,DC,Arun Jaitley Stadium,2016-04-27,2016
11,Dhawal Kulkarni,4,14,4,13,3.5,6.0,RCB,M. Chinnaswamy Stadium,2016-05-24,2016
12,Shane Watson,2,7,2,7,3.5,6.0,PBKS,M. Chinnaswamy Stadium,2016-05-18,2016
13,Mitchell Marsh,4,14,2,15,3.5,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
14,Ravichandran Ashwin,4,14,1,11,3.5,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
15,Zaheer Khan,4,14,1,17,3.5,24.0,PBKS,Arun Jaitley Stadium,2016-04-15,2016
16,Chris Jordan,3,11,4,9,3.66,4.5,GL,M. Chinnaswamy Stadium,2016-05-14,2016
17,Amit Mishra,3,11,4,13,3.66,4.5,PBKS,Arun Jaitley Stadium,2016-04-15,2016
18,Marcus Stoinis,4,15,4,11,3.75,6.0,MI,ACA-VDCA Stadium,2016-05-13,2016
19,Krunal Pandya,4,15,1,11,3.75,24.0,RCB,M. Chinnaswamy Stadium,2016-05-11,2016
20,Yuzvendra Chahal,4,16,1,9,4.0,24.0,MI,M. Chinnaswamy Stadium,2016-05-11,2016
21,Murugan Ashwin,4,16,1,13,4.0,24.0,MI,Wankhede Stadium,2016-04-09,2016
22,Ravichandran Ashwin,4,16,1,14,4.0,24.0,SRH,ACA-VDCA Stadium,2016-05-10,2016
23,Mustafizur Rahman,4,17,2,14,4.25,12.0,GL,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
24,Dhawal Kulkarni,4,17,2,16,4.25,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
25,Bhuvneshwar Kumar,4,17,1,14,4.25,24.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2016-04-18,2016
26,Kane Richardson,3,13,3,11,4.33,6.0,RPS,Maharashtra Cricket Association's International Stadium,2016-04-22,2016
27,Shadab Jakati,3,13,1,12,4.33,18.0,MI,Wankhede Stadium,2016-04-16,2016
28,Sreenath Aravind,3,13,0,9,4.33,0.0,GL,M. Chinnaswamy Stadium,2016-05-24,2016
29,Pradeep Sahu,4,18,2,10,4.5,12.0,KKR,IS Bindra Stadium,2016-04-19,2016
30,Ravindra Jadeja,4,18,2,13,4.5,12.0,RPS,Saurashtra Cricket Association Stadium,2016-04-14,2016
31,Moises Henriques,4,18,1,9,4.5,24.0,MI,ACA-VDCA Stadium,2016-05-08,2016
